customer,location,product,type,productId,Date
,SSP-CPS,Food Container (M),return,0e1e070e-be15-4aef-b2d1-96f62aff217b,"Jun 6, 2022"
,SSP-CPS,Food Container (M),return,0d112092-c7c0-47d3-9d45-9205febbd4de,"Jun 6, 2022"
,SSP-CPS,Food Container (M),return,0b6dc5ec-5c93-4901-b430-f11d5e0985b1,"Jun 6, 2022"
14,SSP-CPS,Food Container (M),borrow,0c1963ff-8d5e-4e30-b619-b193d6ea9d82,"Jun 6, 2022"
,SSP-CPS,Food Container (S),return,0ad849fb-14b1-4bc2-996f-ab4bdf188d82,"Jun 6, 2022"
15,SSP-CPS,Food Container (M),borrow,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf,"Jun 6, 2022"
17,SSP-CPS,Food Container (M),borrow,0b81300d-da82-4113-887c-a0c283729ff9,"Jun 6, 2022"
18,SSP-CPS,Food Container (M),borrow,0e1e070e-be15-4aef-b2d1-96f62aff217b,"Jun 7, 2022"
19,SSP-CPS,Food Container (M),borrow,0d112092-c7c0-47d3-9d45-9205febbd4de,"Jun 7, 2022"
20,SSP-CPS,Food Container (M),borrow,0b6dc5ec-5c93-4901-b430-f11d5e0985b1,"Jun 7, 2022"
22,SSP-CPS,Food Container (M),borrow,09ddfad6-ae60-4d63-9590-25f241d2bf67,"Jun 7, 2022"
23,SSP-CPS,Food Container (M),borrow,0986b366-8b92-44f1-b625-7b7771417ddd,"Jun 7, 2022"
24,SSP-CPS,Food Container (M),borrow,0b18e4d9-2623-4217-b4e5-b35217d33810,"Jun 7, 2022"
,SSP-CPS,Food Container (M),return,0e1e070e-be15-4aef-b2d1-96f62aff217b,"Jun 7, 2022"
,SSP-CPS,Food Container (M),return,0b6dc5ec-5c93-4901-b430-f11d5e0985b1,"Jun 7, 2022"
,SSP-CPS,Food Container (M),return,0a3c97fe-9355-47ab-89cc-f449b4f7a416,"Jun 7, 2022"
,SSP-CPS,Food Container (M),return,0d112092-c7c0-47d3-9d45-9205febbd4de,"Jun 7, 2022"
,SSP-CPS,Food Container (M),return,09ddfad6-ae60-4d63-9590-25f241d2bf67,"Jun 7, 2022"
,SSP-CPS,Food Container (M),return,0b9cea9e-8440-46e0-941a-e7c4b359b540,"Jun 7, 2022"
25,SSP-CPS,Food Container (M),borrow,0a46b931-1328-414b-8eb6-9d3bacdebdaf,"Jun 7, 2022"
